OwnerUserId	PostId	ParentId	PostTypeID
2186292	31720415		1
4756524	31628161		1
975243	31616960		1
571319	10963908		1
4204296	31577923		1
5012381	31540357		1
1043706	31538299		1
2647510	31508089		1
1802154	31469830		1
4880992	31467891		1
5046618	31432298		1
5046618	31423727		1
5014891	31399488		1
2309498	31387989		1
849784	31384856		1
4738600	31213649		1
3501407	31106836		1
488172	30938345		1
4933310	31101753		1
1956566	31055084		1
1436998	31006798		1
1080247	30963472		1
3501407	30909320		1
2230302	30894540		1
4551218	30878295		1
3976647	30834597		1
4551218	30822147		1
1591731	30809853		1
4171252	30698988		1
4962123	30578367		1
2791111	30584041		1
4960121	30567234		1
1998217	26861990		1
4542333	30366783		1
2723851	30364113		1
2713944	30326637		1
4740633	30316652		1
3187715	30222643		1
4551218	30198913		1
4575240	30160370		1
2576882	30110205		1
4327360	30093086		1
3746601	30064422		1
896468	29863087		1
2793703	29748535		1
4411458	29594613		1
2984415	29366033		1
2846500	19183308		1
2409614	19890675		1
1617218	13401502		1
775879	28891655		1
3816343	28809331		1
4089264	28661435		1
4445852	28634916		1
4504337	28587067		1
4567745	28554248		1
1289302	28466340		1
3653123	28326737		1
1170507	28273321		1
4479547	28259586		1
4439563	28207103		1
2738166	28224122		1
3913821	28190200		1
4164450	28184514		1
4471418	28077271		1
1391499	28071640		1
3435371	28052506		1
1127639	28027302		1
2868798	27876855		1
2276404	27799915		1
1420080	27681410		1
2664811	27695502		1
4110311	27656535		1
4156135	27649487		1
4366830	27633390		1
4315001	27600469		1
3659093	27597836		1
3683784	27546645		1
3510597	27545689		1
4316277	27252801		1
4357950	27462960		1
3806679	27383827		1
4330769	27327016		1
1795439	27328577		1
4274852	27291190		1
4246994	27264393		1
4308974	27224004		1
4308974	27222233		1
1438421	27209943		1
3718854	26999700		1
4237771	26876376		1
3836476	26827143		1
3708721	26807286		1
3925279	26766927		1
2514978	26674805		1
4153611	26425268		1
3789387	26417489		1
2573297	26341922		1
3554309	26199712		1
3820773	26140252		1
3902783	26138871		1
3820773	26136402		1
4016374	26102430		1
1361666	26090467		1
3011082	26080227		1
2575769	25894982		1
4058637	25960561		1
2439442	25958180		1
3820773	25934581		1
2422363	25855893		1
3909926	25727770		1
3110926	25701095		1
3284379	25687948		1
4009167	25683248		1
3710243	25661348		1
379539	25565955		1
1990993	25528035		1
84885	25532888		1
3456807	25512034		1
3945213	25486809		1
1371060	25448383		1
3937397	25372960		1
2242464	25313267		1
2529653	25318642		1
2022705	25310062		1
3939733	25299472		1
3902500	25223488		1
2205553	25182696		1
2977617	25129955		1
2190870	24923065		1
3369558	24902828		1
196919	24872388		1
2086839	24864317		1
1098699	8534934		1
1535706	24709923		1
3129331	24550158		1
3799105	24539661		1
3198079	24487888		1
1180722	24308850		1
1936229	24304871		1
578388	7183448		1
3717390	24096586		1
1124494	23920254		1
1097977	23705803		1
1121315	23658309		1
2732875	23484818		1
2002412	23599028		1
2921557	23528203		1
1947848	23406832		1
3266368	23393503		1
3485237	23345536		1
3582106	23345868		1
3522121	23312906		1
501986	23208459		1
2141181	23257455		1
3467320	23220545		1
1242378	23082041		1
3059854	23003473		1
2721178	22889522		1
3337052	22749581		1
3467631	22730182		1
3314062	22727849		1
2619611	22665616		1
1172854	22646697		1
1973692	22610469		1
1989999	22555010		1
2297702	22469186		1
2778356	22327683		1
2909605	22432058		1
3423595	22426412		1
819916	22362167		1
1935283	22311069		1
1935283	22309619		1
3311433	21915563		1
2365753	22226997		1
3050164	22165988		1
2237712	22160077		1
2929046	21882991		1
3287751	21868305		1
735239	21819099		1
2741350	21805947		1
2565184	21648660		1
1994629	21457699		1
3278234	21595520		1
1644123	21447213		1
3242334	21419759		1
2682520	21397924		1
903790	21361883		1
597669	21246982		1
735239	21242910		1
3118731	21152305		1
1754467	21114745		1
2178555	21109815		1
1754467	21079276		1
2610750	20832490		1
3142660	20818847		1
1131823	20816843		1
1305676	20809867		1
2582291	20783921		1
1608900	20742392		1
735239	20737197		1
1117987	20657672		1
3071452	20477163		1
2292197	20435505		1
2445556	20411156		1
1853413	20331628		1
2885937	20310920		1
2500509	20238406		1
3029369	20182149		1
1901625	20136096		1
1763652	20018624		1
1216931	19974701		1
1216931	19954504		1
1342109	19947189		1
2907241	19806326		1
2948467	19757987		1
1556433	19465791		1
1556433	19424829		1
1055664	19387542		1
2833791	19110570		1
2829745	19085790		1
1915437	18952286		1
1642219	18930646		1
2802130	18933134		1
2681579	18913904		1
2571339	17856093		1
2438678	18813218		1
2765835	18725460		1
2441317	18510318		1
2598957	18386505		1
2571339	17841053		1
1756199	18127298		1
2606420	18081940		1
2103064	15842412		1
1900054	17733282		1
458790	17376648		1
2500985	17190727		1
1633767	17170950		1
617036	8856332		1
2437856	16980262		1
2221361	16886857		1
2020794	16810824		1
2350095	16692695		1
1052772	16291596		1
575161	16203464		1
1617218	15007242		1
2156338	15900489		1
1617218	16078108		1
824047	6542486		1
2191342	15532407		1
2167597	15430353		1
1617218	15009996		1
1368228	13370182		1
1963951	14242670		1
1338032	13778825		1
982959	13983931		1
1146094	13880156		1
674255	13675546		1
1692707	13480527		1
1633767	13365573		1
1617218	13363092		1
1633767	13349536		1
1617218	13228850		1
1208641	13177049		1
1633767	12892142		1
569322	9153975		1
1573389	12969880		1
1633767	12956151		1
1702365	12940518		1
1681247	12644828		1
975566	12337419		1
1250875	12203013		1
1452624	11744743		1
1261800	11694432		1
1261800	11642961		1
899188	11452159		1
1098699	9418472		1
1459593	11124609		1
1353905	11032328		1
1258417	10098688		1
810136	9699515		1
582295	9659343		1
1233274	9449895		1
1098699	9431272		1
1098699	9401110		1
1128618	8895294		1
1124803	8692550		1
1115709	8632248		1
1098699	8550945		1
1098699	8539391		1
1044386	8113551		1
954568	7901124		1
133212	7806493		1
179736	7789607		1
569322	7382197		1
578388	7296955		1
212591	2692137		1
179736	6559749		1
506399	6179021		1
343034	5884270		1
398431	5213974		1
398431	5212949		1
398431	5210753		1
199722	4638086		1
499430	4141258		1
458895	3799599		1
148814	3699555		1
73715	2743443		1
10273906	58576319	58575041	2
11483646	58575953	58575041	2
7435699	58534513	58533751	2
12265292	58534061	58533751	2
12225970	58432220	58431370	2
5922263	58133106	21585427	2
6309457	58132114	58131901	2
12096243	58035458	58032516	2
1586174	58033124	58032516	2
5784427	57871183	57870534	2
11922189	57870625	57870534	2
7461381	57871022	57870534	2
1353011	57870597	57870534	2
623150	57571286	57571173	2
2930661	57410143	57409148	2
2181514	57409274	57409148	2
713789	57274932	57273127	2
211627	57273362	57273127	2
5401022	57046231	57046097	2
11747697	57046154	57046097	2
5987450	57006447	57006039	2
4763083	56731675	56725013	2
6874213	56725714	56725013	2
965146	56679060	56678860	2
11657467	56679412	56678860	2
10679524	56678902	56678860	2
4354201	56578692	56560534	2
3791358	36133765	36049942	2
5659625	56414558	24252633	2
2297722	56348217	56341699	2
1163217	22589098	22588976	2
11455368	56202030	56201439	2
11484841	56201691	56201439	2
3080548	55970181	55969892	2
4653233	55947165	55947002	2
4722288	34481049	18490026	2
10849554	55363523	55363084	2
1931628	55209540	55209373	2
695364	55164506	55164373	2
3589092	54923442	54922544	2
5418414	54923326	54922544	2
3506426	54840749	29625335	2
9742450	54810535	54810031	2
10917129	54810332	54810031	2
11029023	54599497	54576092	2
11012355	54587219	54587120	2
189673	54587233	54587120	2
8664577	54075868	12275529	2
10808498	53955524	53955503	2
5220582	53956004	53955503	2
7948152	53955953	53955503	2
9810676	53955849	53955503	2
10221765	53955608	53955503	2
3307073	53943560	53943161	2
10768725	53699032	53698912	2
4698546	53699031	53698912	2
2991619	53665252	53664564	2
4684985	53665264	53664564	2
4617446	53665212	53664564	2
1338290	53664987	53664564	2
10753293	53664939	53664564	2
4769156	53400045	53398672	2
1254996	53244050	53244034	2
10540350	52972252	52972130	2
9249832	52852110	52851500	2
1262045	52852876	52851500	2
5456476	52851588	52851500	2
7237564	52851631	52851500	2
10374302	52366550	52366512	2
1100692	52366557	52366512	2
10292501	52304183	52303837	2
2834120	52304070	52303837	2
9907850	51973480	51949734	2
5771750	51938557	51938501	2
1061630	22681116	22680344	2
8483375	51889829	51889489	2
6462734	51889538	51889489	2
4852556	51820325	51820269	2
6639014	44132489	44132378	2
2224587	51194422	51194248	2
1376448	50993929	50993893	2
14104	50993924	50993893	2
66584	50937583	50937345	2
4037417	50771397	50771214	2
2042216	50771387	50771214	2
8920468	50580711	50579265	2
9305993	50529737	50528862	2
3710481	50333216	50333105	2
9783953	50333305	50333105	2
6692092	50160310	50160034	2
1977018	49834610	49834493	2
1503923	49815938	49814176	2
6715176	49604871	21152100	2
5497937	49151830	49150568	2
1957198	49151731	49150568	2
1957198	49151598	49150568	2
1957198	49150883	49150568	2
7135968	49070062	49067913	2
7373844	49068320	49067913	2
484082	34634636	34633852	2
8016771	48195652	48194551	2
3386807	48195580	48194551	2
8406887	48194716	48194551	2
4593057	48163161	48162927	2
3189029	48163279	48162927	2
157247	48062501	48062130	2
6576691	48050971	48050733	2
7509481	48045730	48045639	2
6857863	48022798	48022568	2
147618	47954957	47954891	2
2223027	47954941	47954891	2
4554116	47858576	47857046	2
3550594	47823939	47823177	2
6315168	47808412	19463651	2
7565679	47800250	47787881	2
8620333	47622515	47622439	2
8539899	47601288	47601079	2
3858806	47461474	47460895	2
2076049	47461314	47460895	2
2181397	47461250	47460895	2
7959252	47461110	47460895	2
1358340	47152505	47150371	2
7309314	45758310	19463651	2
4248328	44132483	44132378	2
1636522	19463675	19463651	2
2853243	28578690	18490026	2
1823740	37272052	36906272	2
1355315	36126980	36049942	2
2919731	36122368	36049942	2
2549021	36126008	36049942	2
66580	36122065	36049942	2
1763321	34634313	34633852	2
5469565	33932772	33926341	2
1316346	33926546	33926341	2
4931258	32152556	18490026	2
1213296	29625525	29625335	2
4786750	29625572	29625335	2
1175966	28823070	28822912	2
4151501	26414078	18490026	2
3954463	25373840	18490026	2
2948828	24376283	24339296	2
1400607	24339458	24339296	2
1121121	24339388	24339296	2
1386703	24252837	24252633	2
1887101	24252823	24252633	2
2392596	22681300	22680344	2
1654155	22681095	22680344	2
3451798	22589108	22588976	2
1092497	22589103	22588976	2
1668533	21585443	21585427	2
235710	21585445	21585427	2
2627011	21135348	18490026	2
907927	19463804	19463651	2
1262551	19463788	19463651	2
2758467	19463772	19463651	2
2806760	19463708	19463651	2
1427138	19463680	19463651	2
2256325	19463671	19463651	2
2725243	18685407	18684800	2
2756776	18684864	18684800	2
1856580	18684846	18684800	2
1165998	18490170	18490026	2
1409909	18490110	18490026	2
1338032	12277031	12275529	2
677099	12276615	12275529	2
484082	12276297	12275529	2
419449	12275748	12275529	2
6703925	46805079	46805026	2
4965216	46805153	46805026	2
8613838	46710342	46710082	2
2397327	46710173	46710082	2
2894798	46710225	46710082	2
14104	46687138	46687069	2
2613552	46687135	46687069	2
2310478	46619492	46619379	2
8290742	46619448	46619379	2
1072987	46616875	46504478	2
2813224	46594698	46594540	2
1680176	46594610	46594540	2
1891677	46517936	46419978	2
6210773	46507802	46419978	2
2154913	46430243	46428932	2
5947043	46429789	46428932	2
7086643	46429158	46428932	2
2743726	46420346	46419978	2
2542525	46420192	46419978	2
1322610	46402762	46401843	2
494344	46402560	46401843	2
6665534	46290819	46290704	2
7647695	46171158	46171020	2
2622892	45836735	45836608	2
7349445	45836665	45836608	2
519413	45836656	45836608	2
5947043	45710807	45710468	2
8155150	45710789	45710468	2
6691067	45710770	45710468	2
3580933	45710756	45710468	2
2707463	45670204	45669629	2
7033134	45447991	45447659	2
7892014	45425098	45420667	2
2542525	45418373	45417901	2
1093694	45418033	45417901	2
3759705	45389501	45389450	2
1200603	45300162	26299387	2
3874623	45285716	45285411	2
8327287	45197919	45195617	2
7047727	44925348	44925137	2
4515408	44925256	44925137	2
2845905	44925251	44925137	2
535480	44908906	44908401	2
2760340	44908538	44908401	2
7974050	44908525	44908401	2
3299714	44908452	44908401	2
1606327	44900697	44732364	2
2791540	44732598	44732364	2
5096653	44732386	44732364	2
8017898	44713407	34987398	2
459750	44711216	44711007	2
8196526	44706902	44705231	2
2560539	44705419	44705231	2
5111870	44705315	44705231	2
1353011	44703558	44702444	2
8174765	44702788	44702444	2
6390681	44649017	44647921	2
7178055	44624534	44624235	2
5280696	44554689	44536762	2
2202018	44537997	44536762	2
6581121	44537233	44536762	2
3370341	44430867	44430612	2
3553434	44430750	44430612	2
6551577	44348854	44348432	2
5745006	44348463	44348432	2
8066947	44348626	44348432	2
995579	44248391	44248352	2
7523069	44238268	44226768	2
4684797	44209108	43552702	2
912287	44174003	44173714	2
2401021	44174063	44173714	2
1727349	12838417	12686331	2
1221792	44131515	44131362	2
4934818	44095971	44095877	2
2159528	43828072	43827311	2
7869211	43825355	43822204	2
7964232	43787471	43787297	2
4633197	43641614	43641582	2
7596515	43611103	43606766	2
6287472	43622418	43621958	2
5201332	43604400	43603165	2
5201332	43603860	43603165	2
7210350	43542337	43541902	2
4308444	43542053	43541902	2
1467988	25152793	25152047	2
7851144	43498688	43190714	2
3956196	43201888	43201237	2
7482307	43201416	43201237	2
2827823	43071047	43070771	2
2261073	43040198	42843625	2
4831179	42952872	42950729	2
7722835	42878806	42877182	2
2813058	42868705	42868352	2
3904139	42868629	42868352	2
3230030	42733730	42733527	2
2696872	42684821	42684679	2
14104	42684742	42684679	2
1059101	42527523	42527471	2
6495712	42514346	42513598	2
5937428	42441809	42441370	2
7564556	42423333	42422554	2
4453011	42417269	42417151	2
6099327	42417410	42417151	2
2114953	42231459	42230855	2
5241464	42182846	42182660	2
995800	42182698	42182660	2
7458659	42182725	42182660	2
1704261	41940271	41939804	2
3281014	41940268	41939804	2
4281779	41940052	41939804	2
7003950	41912331	41911689	2
1726726	41866657	41866606	2
1589669	41842843	41842735	2
4678674	41842925	41842735	2
1308493	41818601	41756278	2
2477327	41757926	41756278	2
7428674	41756379	41756278	2
7247090	41756378	41756278	2
6424295	41656250	41656160	2
1240115	41606935	41606849	2
157247	41606893	41606849	2
6703925	41524564	41524345	2
1123505	41516382	41516268	2
2145980	41487829	41487004	2
2304560	41487667	41487004	2
14104	41446786	41446665	2
7353829	41419332	41419127	2
1964418	41400825	41400618	2
4543733	41401071	41400618	2
1475321	41400751	41400618	2
5771750	41392058	41391349	2
1905242	41370631	41368792	2
7331191	41287731	41287001	2
1169844	41276674	41275658	2
2801559	41234002	41233902	2
4518782	29744682	29744608	2
7249060	41191176	41190533	2
4281779	41190774	41190533	2
1181689	41154333	41154257	2
3664191	41154367	41154257	2
4954874	41154763	41154257	2
1573683	39208696	39208527	2
280143	39208681	39208527	2
14104	39208665	39208527	2
2319995	39208621	39208527	2
5826834	35110579	35110550	2
3384658	35110574	35110550	2
463319	34999283	34987398	2
5707436	34989310	34987398	2
5188585	33821094	33820979	2
1059101	34489878	34489377	2
2879463	29744725	29744608	2
2851301	33821091	33820979	2
1416980	33285321	33285203	2
3783478	33285397	33285203	2
3364250	33285363	33285203	2
2674662	29745029	29744608	2
4463189	27993739	12686331	2
82333	26299567	26299387	2
1875256	26299750	26299387	2
2600965	26299626	26299387	2
1550641	26299617	26299387	2
1765364	25152247	25152047	2
1737366	12835037	12686331	2
1584286	12686351	12686331	2
1164704	12893468	12686331	2
1532004	12886193	12686331	2
707356	12879681	12686331	2
1743729	12876270	12686331	2
1455713	12852927	12686331	2
2291	12831221	12686331	2
788652	12772798	12686331	2
1280410	12686369	12686331	2
1274678	12686355	12686331	2
492857	41070007	37593354	2
1341763	41014346	41013850	2
7246159	41007768	41007545	2
3981715	41007744	41007545	2
231125	40766280	39188434	2
3189239	40765353	40764617	2
5412489	40764887	40764617	2
6794233	40713713	40713615	2
2523444	40713706	40713615	2
4050023	26136867	26136782	2
2181514	40530389	40530132	2
2026606	40530219	40530132	2
2837822	40338727	40336317	2
7049284	40289443	40288790	2
6215504	40287413	40286700	2
402706	5225624	5225597	2
1620427	40247151	40246951	2
6831341	40122369	40122311	2
4166367	39922610	39922114	2
6608101	39952670	39952644	2
944171	39952678	39952644	2
6792629	39930985	39930824	2
6939901	39930893	39930824	2
4202224	39922723	39922114	2
4314475	39917961	39917867	2
916274	39917946	39917867	2
1346234	39917945	39917867	2
828624	39820745	39820674	2
3116349	39712436	39711162	2
804867	39727680	39711162	2
1813064	39712707	39711162	2
1501384	39711376	39711162	2
2687790	39593358	39593178	2
3414467	39593312	39593178	2
5402638	39499982	39499883	2
4305494	39499951	39499883	2
713797	39499943	39499883	2
1172363	39499929	39499883	2
3800824	39490570	39490490	2
784597	39490759	39490490	2
1323504	39490743	39490490	2
4758719	39431553	39431484	2
2882437	39407660	39407529	2
6614093	39356869	39356521	2
2061989	39356573	39356521	2
6018365	39033952	39032139	2
4560343	39032386	39032139	2
1087910	39029001	39028733	2
1280410	38943333	38943313	2
6029775	38935952	38935894	2
2788872	38935967	38935894	2
2968762	38935959	38935894	2
2468531	38935953	38935894	2
5893085	38935935	38935894	2
6680082	38900924	38900626	2
2002849	38895971	38894705	2
4095141	38894819	38894705	2
1789356	38731733	38731674	2
1608016	38731818	38731674	2
2098917	38731754	38731674	2
6635869	38731747	38731674	2
965051	38728815	38728601	2
3669624	38706885	38689871	2
592887	38639003	38638347	2
2667686	38638827	38638347	2
6498658	38609888	38609717	2
3595813	38609751	38608227	2
5384679	38609547	38608227	2
1645830	38608389	38608227	2
1551411	38486899	38486635	2
5454390	38403822	38403662	2
4269732	38403981	38403662	2
6460212	38403760	38403662	2
5466895	38278652	38278382	2
4101958	38278434	38278382	2
6435401	38268604	38268393	2
1906356	38216274	38216056	2
1175966	38216143	38216056	2
6120663	38216151	38216056	2
770704	38133460	34058453	2
103753	38076894	38076671	2
4441889	38045070	38033793	2
6400216	38016129	25237286	2
6422771	37979632	37979488	2
4541536	37979779	37979488	2
6479150	37880945	36857539	2
1676023	37878280	37876624	2
5597729	37877036	37876624	2
3995261	37851475	37851402	2
5623916	37851518	37851402	2
4193654	37740617	37740259	2
533941	37713427	37713279	2
6426558	37649411	37649291	2
6306772	37590193	37545057	2
2930477	37559281	37557711	2
3110920	37558097	37557711	2
6069452	37557969	37557711	2
6402790	37557752	37557711	2
2902367	37551585	37550899	2
1705390	37546103	37545057	2
3273838	37545138	37545057	2
456135	37545393	37545057	2
18709	37545391	37545057	2
5699680	37545111	37545057	2
1079221	37545094	37545057	2
1562258	37537644	37537506	2
6399906	37537781	37537506	2
5503275	37537766	37537506	2
456135	37537760	37537506	2
2781816	37537757	37537506	2
5378536	37486858	37486476	2
2113612	37486870	37486476	2
5824370	37486677	37486476	2
2037165	37374697	37374411	2
6315719	37375282	37374411	2
4991682	37304949	37192147	2
3380291	37190908	37190742	2
1491895	36876154	36875872	2
3633742	36868350	36867712	2
2801559	36868810	36867712	2
6165639	36858028	36857539	2
6247669	36857955	36857539	2
3632832	36857928	36857539	2
6249483	36857670	36857539	2
3928628	36857647	36857539	2
3822374	36751545	36751207	2
2276880	36689451	36684941	2
5867572	36685075	36684941	2
3894163	36683423	36682940	2
903014	36576697	36558462	2
1351605	36434656	36428952	2
621119	36429245	36428952	2
3484498	36420902	36420663	2
2592042	36420839	36420663	2
5530965	36337332	36336695	2
4775275	36321773	36321383	2
1893784	36304214	36304115	2
3493274	36213211	36213174	2
98493	36281907	34286431	2
114251	36258604	36258531	2
6110836	36213274	36213174	2
1079221	36213203	36213174	2
1953767	36213224	36213174	2
5957217	36213223	36213174	2
3298029	36159187	36158860	2
6092632	36128622	36126950	2
6092632	36128232	36126950	2
6070679	36081174	36078203	2
2922854	36079977	36078203	2
5998069	36079225	36078203	2
6015428	36078812	36078203	2
4762957	35814383	35813990	2
1032750	35791941	35789484	2
400654	35755540	35751970	2
3950058	32100358	13404143	2
2573766	26140174	26136782	2
836484	25237779	25237286	2
3200850	25238873	25237286	2
3928517	25237598	25237286	2
1719752	21301696	21301646	2
485406	13404467	13404143	2
507674	13404220	13404143	2
149636	13404205	13404143	2
1689451	12949363	5225597	2
665261	7682298	7682247	2
364412	7682297	7682247	2
398701	7682301	7682247	2
127769	5225641	5225597	2
572680	5225629	5225597	2
4928642	35272031	35271713	2
5742681	35271834	35271713	2
4301805	35239932	35238287	2
4157473	35239526	35238287	2
2551623	35145171	35145090	2
